"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Legs 2","24 May 2024, 14:38","24 May 2024, 15:22","","Shin curl",,"",0,"normal",18,10,,,
"Legs 2","24 May 2024, 14:38","24 May 2024, 15:22","","Shin curl",,"",1,"normal",20,10,,,
"Legs 2","24 May 2024, 14:38","24 May 2024, 15:22","","Shin curl",,"",2,"normal",20,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Pull Up",,"",0,"normal",,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Pull Up",,"",1,"normal",,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Pull Up",,"",2,"normal",,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Lat Pulldown (Cable)",,"Multi grip",0,"normal",140,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Lat Pulldown (Cable)",,"Multi grip",1,"normal",140,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Lat Pulldown (Cable)",,"Multi grip",2,"normal",160,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Lat Pulldown (Cable)",,"Multi grip",3,"normal",160,5,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Seated Cable Row - V Grip (Cable)",,"Single arm underhanded",0,"normal",55,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Seated Cable Row - V Grip (Cable)",,"Single arm underhanded",1,"normal",55,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Seated Cable Row - V Grip (Cable)",,"Single arm underhanded",2,"normal",55,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","T Bar Row",,"",0,"normal",135,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","T Bar Row",,"",1,"normal",135,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","T Bar Row",,"",2,"normal",135,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Shrug (Barbell)",,"",0,"normal",135,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Shrug (Barbell)",,"",1,"normal",185,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Shrug (Barbell)",,"",2,"normal",185,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Bicep Curl (Barbell)",,"",0,"normal",70,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Bicep Curl (Barbell)",,"",1,"normal",80,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Bicep Curl (Barbell)",,"",2,"normal",80,6,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Bicep Curl (Barbell)",,"",3,"normal",50,5,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Bicep Curl (Cable)",,"Single hand extension",0,"normal",12.5,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Bicep Curl (Cable)",,"Single hand extension",1,"normal",17.5,10,,,
"Pull 2","18 May 2024, 14:02","18 May 2024, 14:56","","Bicep Curl (Cable)",,"Single hand extension",2,"normal",17.5,10,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Overhead Press (Barbell)",,"",0,"warmup",45,10,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Overhead Press (Barbell)",,"",1,"normal",95,10,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Overhead Press (Barbell)",,"",2,"normal",115,10,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Overhead Press (Barbell)",,"",3,"normal",135,2,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Overhead Press (Barbell)",,"",4,"normal",115,8,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Front Raise (Dumbbell)",,"",0,"normal",20,10,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Front Raise (Dumbbell)",,"",1,"normal",25,10,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Front Raise (Dumbbell)",,"",2,"normal",25,10,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Bench Press - Close Grip (Barbell)",,"",0,"normal",135,10,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Bench Press - Close Grip (Barbell)",,"",1,"normal",135,10,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Bench Press - Close Grip (Barbell)",,"",2,"normal",135,10,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Triceps Extension (Cable)",,"Single hand",0,"normal",17.5,10,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Triceps Extension (Cable)",,"Single hand",1,"normal",17.5,10,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Triceps Extension (Cable)",,"Single hand",2,"normal",22.5,10,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Face Pull",,"",0,"normal",65,10,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Face Pull",,"",1,"normal",65,10,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Face Pull",,"",2,"normal",65,10,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Pullover (Dumbbell)",,"",0,"normal",70,10,,,
"Push 2","17 May 2024, 14:38","17 May 2024, 15:20","","Pullover (Dumbbell)",,"",1,"normal",70,10,,,
"Legs 1","15 May 2024, 14:47","15 May 2024, 15:37","","A2G Split Squat",,"",0,"normal",,10,,,
"Legs 1","15 May 2024, 14:47","15 May 2024, 15:37","","A2G Split Squat",,"",1,"normal",,10,,,
"Legs 1","15 May 2024, 14:47","15 May 2024, 15:37","","A2G Split Squat",,"",2,"normal",,10,,,
"Legs 1","15 May 2024, 14:47","15 May 2024, 15:37","","Squat (Barbell)",,"",0,"warmup",45,10,,,
"Legs 1","15 May 2024, 14:47","15 May 2024, 15:37","","Squat (Barbell)",,"",1,"normal",90,10,,,
"Legs 1","15 May 2024, 14:47","15 May 2024, 15:37","","Squat (Barbell)",,"",2,"normal",90,10,,,
"Legs 1","15 May 2024, 14:47","15 May 2024, 15:37","","Squat (Barbell)",,"",3,"normal",135,10,,,
"Legs 1","15 May 2024, 14:47","15 May 2024, 15:37","","Squat (Barbell)",,"",4,"normal",135,3,,,
"Legs 1","15 May 2024, 14:47","15 May 2024, 15:37","","Single Leg Step Squat",,"",0,"normal",,10,,,
"Legs 1","15 May 2024, 14:47","15 May 2024, 15:37","","Single Leg Step Squat",,"",1,"normal",,10,,,
"Legs 1","15 May 2024, 14:47","15 May 2024, 15:37","","Single Leg Step Squat",,"",2,"normal",,10,,,
"Legs 1","15 May 2024, 14:47","15 May 2024, 15:37","","Calf Press (Machine)",,"",0,"normal",180,10,,,
"Legs 1","15 May 2024, 14:47","15 May 2024, 15:37","","Calf Press (Machine)",,"",1,"normal",180,10,,,
"Legs 1","15 May 2024, 14:47","15 May 2024, 15:37","","Calf Press (Machine)",,"",2,"normal",180,10,,,
"Legs 1","15 May 2024, 14:47","15 May 2024, 15:37","","Leg Press (Machine)",,"Single leg",0,"normal",90,10,,,
"Legs 1","15 May 2024, 14:47","15 May 2024, 15:37","","Leg Press (Machine)",,"Single leg",1,"normal",90,10,,,
"Legs 1","15 May 2024, 14:47","15 May 2024, 15:37","","Leg Press (Machine)",,"Single leg",2,"normal",90,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Pull Up",,"",0,"normal",,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Pull Up",,"",1,"normal",,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Pull Up",,"",2,"normal",,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Seated Cable Row - V Grip (Cable)",,"Narrow grip v bar",0,"normal",50,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Seated Cable Row - V Grip (Cable)",,"Narrow grip v bar",1,"normal",65,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Seated Cable Row - V Grip (Cable)",,"Narrow grip v bar",2,"normal",65,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Seated Cable Row - V Grip (Cable)",,"Narrow grip v bar",3,"normal",160,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Seated Cable Row - V Grip (Cable)",,"Narrow grip v bar",4,"normal",160,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Seated Cable Row - V Grip (Cable)",,"Narrow grip v bar",5,"normal",180,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Pendlay Row (Barbell)",,"",0,"normal",135,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Pendlay Row (Barbell)",,"",1,"normal",135,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Pendlay Row (Barbell)",,"",2,"normal",135,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Bicep Curl (Dumbbell)",,"",0,"normal",35,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Bicep Curl (Dumbbell)",,"",1,"normal",35,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Bicep Curl (Dumbbell)",,"",2,"normal",30,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Concentration Curl",,"",0,"normal",25,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Concentration Curl",,"",1,"normal",25,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Concentration Curl",,"",2,"normal",25,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Lateral Raise (Dumbbell)",,"",0,"normal",20,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Lateral Raise (Dumbbell)",,"",1,"normal",25,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Lateral Raise (Dumbbell)",,"",2,"normal",25,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Reverse Wrist Curl",,"",0,"normal",70,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Reverse Wrist Curl",,"",1,"normal",70,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Reverse Wrist Curl",,"",2,"normal",70,10,,,
"Pull 1","12 May 2024, 05:38","12 May 2024, 06:46","","Bicep Curl (Barbell)",,"",0,"normal",70,5,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Incline Bench Press (Barbell)",,"",0,"warmup",45,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Incline Bench Press (Barbell)",,"",1,"normal",135,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Incline Bench Press (Barbell)",,"",2,"normal",185,3,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Incline Bench Press (Barbell)",,"",3,"normal",155,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Incline Bench Press (Barbell)",,"",4,"normal",155,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Overhead Press (Dumbbell)",,"",0,"normal",90,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Overhead Press (Dumbbell)",,"",1,"normal",100,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Overhead Press (Dumbbell)",,"",2,"normal",100,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Butterfly (Pec Deck)",,"Single arm",0,"normal",85,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Butterfly (Pec Deck)",,"Single arm",1,"normal",85,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Butterfly (Pec Deck)",,"Single arm",2,"normal",100,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Triceps Extension (Cable)",,"Single arm cable",0,"normal",25,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Triceps Extension (Cable)",,"Single arm cable",1,"normal",25,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Triceps Extension (Cable)",,"Single arm cable",2,"normal",25,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Triceps Pushdown",,"",0,"normal",72.5,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Triceps Pushdown",,"",1,"normal",72.5,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Triceps Pushdown",,"",2,"normal",80,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Cable Fly Crossovers",,"Single arm- Iso",0,"normal",30,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Cable Fly Crossovers",,"Single arm- Iso",1,"normal",30,10,,,
"Push 1","11 May 2024, 13:34","11 May 2024, 14:52","","Cable Fly Crossovers",,"Single arm- Iso",2,"normal",30,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","A2G Split Squat",,"",0,"normal",,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","A2G Split Squat",,"",1,"normal",,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","A2G Split Squat",,"",2,"normal",,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Romanian Deadlift (Barbell)",,"",0,"normal",135,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Romanian Deadlift (Barbell)",,"",1,"normal",135,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Romanian Deadlift (Barbell)",,"",2,"normal",135,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Leg Press Horizontal (Machine)",,"Single leg",0,"normal",90,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Leg Press Horizontal (Machine)",,"Single leg",1,"normal",135,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Leg Press Horizontal (Machine)",,"Single leg",2,"normal",135,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Calf Press (Machine)",,"",0,"normal",180,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Calf Press (Machine)",,"",1,"normal",180,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Calf Press (Machine)",,"",2,"normal",180,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Single Leg Step Squat",,"",0,"normal",,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Single Leg Step Squat",,"",1,"normal",,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Single Leg Step Squat",,"",2,"normal",,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Cable Crunch",,"",0,"normal",72.5,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Cable Crunch",,"",1,"normal",72.5,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Cable Crunch",,"",2,"normal",72.5,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Shin curl",,"",0,"normal",20,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Shin curl",,"",1,"normal",20,10,,,
"Legs 2","10 May 2024, 14:40","10 May 2024, 15:38","","Shin curl",,"",2,"normal",20,10,,,
"Pull 2","8 May 2024, 14:37","8 May 2024, 15:23","","Pull Up",,"",0,"normal",,10,,,
"Pull 2","8 May 2024, 14:37","8 May 2024, 15:23","","Pull Up",,"",1,"normal",,10,,,
"Pull 2","8 May 2024, 14:37","8 May 2024, 15:23","","Pull Up",,"",2,"normal",,10,,,
"Pull 2","8 May 2024, 14:37","8 May 2024, 15:23","","Lat Pulldown (Cable)",,"Multi grip",0,"normal",140,10,,,
"Pull 2","8 May 2024, 14:37","8 May 2024, 15:23","","Lat Pulldown (Cable)",,"Multi grip",1,"normal",160,10,,,
"Pull 2","8 May 2024, 14:37","8 May 2024, 15:23","","Lat Pulldown (Cable)",,"Multi grip",2,"normal",160,10,,,
"Pull 2","8 May 2024, 14:37","8 May 2024, 15:23","","Lat Pulldown (Cable)",,"Multi grip",3,"normal",160,3,,,
"Pull 2","8 May 2024, 14:37","8 May 2024, 15:23","","T Bar Row",,"",0,"normal",135,10,,,
"Pull 2","8 May 2024, 14:37","8 May 2024, 15:23","","T Bar Row",,"",1,"normal",135,10,,,
"Pull 2","8 May 2024, 14:37","8 May 2024, 15:23","","T Bar Row",,"",2,"normal",135,10,,,
"Pull 2","8 May 2024, 14:37","8 May 2024, 15:23","","Shrug (Dumbbell)",,"",0,"normal",150,10,,,
"Pull 2","8 May 2024, 14:37","8 May 2024, 15:23","","Shrug (Dumbbell)",,"",1,"normal",150,10,,,
"Pull 2","8 May 2024, 14:37","8 May 2024, 15:23","","Shrug (Dumbbell)",,"",2,"normal",150,5,,,
"Pull 2","8 May 2024, 14:37","8 May 2024, 15:23","","Bicep Curl (Barbell)",,"",0,"normal",70,10,,,
"Pull 2","8 May 2024, 14:37","8 May 2024, 15:23","","Bicep Curl (Barbell)",,"",1,"normal",80,10,,,
"Pull 2","8 May 2024, 14:37","8 May 2024, 15:23","","Bicep Curl (Barbell)",,"",2,"normal",80,5,,,
"Pull 2","8 May 2024, 14:37","8 May 2024, 15:23","","Bicep Curl (Barbell)",,"",3,"normal",50,5,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Arnold Press (Dumbbell)",,"",0,"normal",50,10,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Arnold Press (Dumbbell)",,"",1,"normal",50,10,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Arnold Press (Dumbbell)",,"",2,"normal",50,10,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Front Raise (Dumbbell)",,"",0,"normal",20,10,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Front Raise (Dumbbell)",,"",1,"normal",20,10,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Front Raise (Dumbbell)",,"",2,"normal",20,10,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Bench Press - Close Grip (Barbell)",,"",0,"normal",135,10,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Bench Press - Close Grip (Barbell)",,"",1,"normal",135,10,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Bench Press - Close Grip (Barbell)",,"",2,"normal",135,10,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Triceps Extension (Cable)",,"Rope",0,"normal",70,10,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Triceps Extension (Cable)",,"Rope",1,"normal",70,10,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Triceps Extension (Cable)",,"Rope",2,"normal",60,10,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Pullover (Dumbbell)",,"",0,"normal",65,10,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Pullover (Dumbbell)",,"",1,"normal",65,10,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Pullover (Dumbbell)",,"",2,"normal",65,10,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Cable Fly Crossovers",,"",0,"normal",29,10,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Cable Fly Crossovers",,"",1,"normal",34,10,,,
"Push 2","6 May 2024, 14:46","6 May 2024, 15:27","","Cable Fly Crossovers",,"",2,"normal",34,10,,,
"Legs 1","4 May 2024, 14:27","4 May 2024, 15:07","","A2G Split Squat",,"",0,"normal",,10,,,
"Legs 1","4 May 2024, 14:27","4 May 2024, 15:07","","A2G Split Squat",,"",1,"normal",,10,,,
"Legs 1","4 May 2024, 14:27","4 May 2024, 15:07","","A2G Split Squat",,"",2,"normal",,10,,,
"Legs 1","4 May 2024, 14:27","4 May 2024, 15:07","","Squat (Barbell)",,"",0,"warmup",45,10,,,
"Legs 1","4 May 2024, 14:27","4 May 2024, 15:07","","Squat (Barbell)",,"",1,"normal",135,6,,,
"Legs 1","4 May 2024, 14:27","4 May 2024, 15:07","","Squat (Barbell)",,"",2,"normal",135,6,,,
"Legs 1","4 May 2024, 14:27","4 May 2024, 15:07","","Squat (Barbell)",,"",3,"normal",95,10,,,
"Legs 1","4 May 2024, 14:27","4 May 2024, 15:07","","Single Leg Step Squat",,"",0,"normal",,10,,,
"Legs 1","4 May 2024, 14:27","4 May 2024, 15:07","","Single Leg Step Squat",,"",1,"normal",,10,,,
"Legs 1","4 May 2024, 14:27","4 May 2024, 15:07","","Single Leg Step Squat",,"",2,"normal",,10,,,
"Legs 1","4 May 2024, 14:27","4 May 2024, 15:07","","Standing Calf Raise (Dumbbell)",,"",0,"normal",140,10,,,
"Legs 1","4 May 2024, 14:27","4 May 2024, 15:07","","Standing Calf Raise (Dumbbell)",,"",1,"normal",140,10,,,
"Legs 1","4 May 2024, 14:27","4 May 2024, 15:07","","Standing Calf Raise (Dumbbell)",,"",2,"normal",140,10,,,
"Legs 1","4 May 2024, 14:27","4 May 2024, 15:07","","Leg Press (Machine)",,"Single leg",0,"normal",450,10,,,
"Legs 1","4 May 2024, 14:27","4 May 2024, 15:07","","Leg Press (Machine)",,"Single leg",1,"normal",450,10,,,
"Legs 1","4 May 2024, 14:27","4 May 2024, 15:07","","Leg Press (Machine)",,"Single leg",2,"normal",450,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Pull Up",,"",0,"normal",,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Pull Up",,"",1,"normal",,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Pull Up",,"",2,"normal",,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Seated Cable Row - V Grip (Cable)",,"Narrow grip v bar",0,"normal",57.5,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Seated Cable Row - V Grip (Cable)",,"Narrow grip v bar",1,"normal",65,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Seated Cable Row - V Grip (Cable)",,"Narrow grip v bar",2,"normal",65,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Seated Cable Row - V Grip (Cable)",,"Narrow grip v bar",3,"normal",160,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Seated Cable Row - V Grip (Cable)",,"Narrow grip v bar",4,"normal",160,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Seated Cable Row - V Grip (Cable)",,"Narrow grip v bar",5,"normal",180,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Pendlay Row (Barbell)",,"",0,"normal",135,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Pendlay Row (Barbell)",,"",1,"normal",135,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Pendlay Row (Barbell)",,"",2,"normal",135,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Bicep Curl (Dumbbell)",,"",0,"normal",30,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Bicep Curl (Dumbbell)",,"",1,"normal",35,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Bicep Curl (Dumbbell)",,"",2,"normal",40,5,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Bicep Curl (Dumbbell)",,"",3,"normal",35,5,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Concentration Curl",,"",0,"normal",25,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Concentration Curl",,"",1,"normal",25,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Concentration Curl",,"",2,"normal",25,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Lateral Raise (Dumbbell)",,"",0,"normal",25,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Lateral Raise (Dumbbell)",,"",1,"normal",25,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Lateral Raise (Dumbbell)",,"",2,"normal",25,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Reverse Wrist Curl",,"",0,"normal",60,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Reverse Wrist Curl",,"",1,"normal",60,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Reverse Wrist Curl",,"",2,"normal",60,10,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Bicep Curl (Barbell)",,"",0,"normal",60,5,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Bicep Curl (Barbell)",,"",1,"normal",60,6,,,
"Pull 1","1 May 2024, 14:35","1 May 2024, 15:24","","Bicep Curl (Barbell)",,"",2,"normal",60,6,,,
"Push 1","29 Apr 2024, 14:34","29 Apr 2024, 15:06","","Bench Press (Barbell)",,"",0,"warmup",45,10,,,
"Push 1","29 Apr 2024, 14:34","29 Apr 2024, 15:06","","Bench Press (Barbell)",,"",1,"normal",135,10,,,
"Push 1","29 Apr 2024, 14:34","29 Apr 2024, 15:06","","Bench Press (Barbell)",,"",2,"normal",205,4,,,
"Push 1","29 Apr 2024, 14:34","29 Apr 2024, 15:06","","Bench Press (Barbell)",,"",3,"normal",205,3,,,
"Push 1","29 Apr 2024, 14:34","29 Apr 2024, 15:06","","Bench Press (Barbell)",,"",4,"normal",135,10,,,
"Push 1","29 Apr 2024, 14:34","29 Apr 2024, 15:06","","Overhead Press (Dumbbell)",,"",0,"normal",100,10,,,
"Push 1","29 Apr 2024, 14:34","29 Apr 2024, 15:06","","Overhead Press (Dumbbell)",,"",1,"normal",100,10,,,
"Push 1","29 Apr 2024, 14:34","29 Apr 2024, 15:06","","Overhead Press (Dumbbell)",,"",2,"normal",100,10,,,
"Push 1","29 Apr 2024, 14:34","29 Apr 2024, 15:06","","Butterfly (Pec Deck)",,"",0,"normal",160,10,,,
"Push 1","29 Apr 2024, 14:34","29 Apr 2024, 15:06","","Butterfly (Pec Deck)",,"",1,"normal",160,10,,,
"Push 1","29 Apr 2024, 14:34","29 Apr 2024, 15:06","","Butterfly (Pec Deck)",,"",2,"normal",160,10,,,
"Push 1","29 Apr 2024, 14:34","29 Apr 2024, 15:06","","Triceps Extension (Cable)",,"Single arm cable",0,"normal",22.5,10,,,
"Push 1","29 Apr 2024, 14:34","29 Apr 2024, 15:06","","Triceps Extension (Cable)",,"Single arm cable",1,"normal",22.5,10,,,
"Push 1","29 Apr 2024, 14:34","29 Apr 2024, 15:06","","Triceps Extension (Cable)",,"Single arm cable",2,"normal",22.5,10,,,
"Push 1","29 Apr 2024, 14:34","29 Apr 2024, 15:06","","Triceps Pushdown",,"",0,"normal",70,10,,,
"Push 1","29 Apr 2024, 14:34","29 Apr 2024, 15:06","","Triceps Pushdown",,"",1,"normal",70,10,,,
"Push 1","29 Apr 2024, 14:34","29 Apr 2024, 15:06","","Triceps Pushdown",,"",2,"normal",70,10,,,
