"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Push 2","23 May 2025, 14:52","23 May 2025, 15:56","","Incline Bench Press (Dumbbell)",,"",2,"normal",160,6,,,
"Push 2","23 May 2025, 14:52","23 May 2025, 15:56","","Incline Bench Press (Dumbbell)",,"",3,"normal",120,10,,,
"Push 2","23 May 2025, 14:52","23 May 2025, 15:56","","Overhead Press (Dumbbell)",,"",0,"normal",120,10,,,
"Push 2","23 May 2025, 14:52","23 May 2025, 15:56","","Overhead Press (Dumbbell)",,"",1,"normal",120,10,,,
"Push 2","23 May 2025, 14:52","23 May 2025, 15:56","","Overhead Press (Dumbbell)",,"",2,"normal",120,10,,,
"Push 2","23 May 2025, 14:52","23 May 2025, 15:56","","Bench Press - Close Grip (Barbell)",,"",0,"normal",135,10,,,
"Push 2","23 May 2025, 14:52","23 May 2025, 15:56","","Bench Press - Close Grip (Barbell)",,"",1,"normal",135,10,,,
"Push 2","23 May 2025, 14:52","23 May 2025, 15:56","","Bench Press - Close Grip (Barbell)",,"",2,"normal",135,10,,,
"Push 2","23 May 2025, 14:52","23 May 2025, 15:56","","Triceps Extension (Cable)",,"Overhead",0,"normal",65,10,,,
"Push 2","23 May 2025, 14:52","23 May 2025, 15:56","","Triceps Extension (Cable)",,"Overhead",1,"normal",72.5,10,,,
"Push 2","23 May 2025, 14:52","23 May 2025, 15:56","","Triceps Extension (Cable)",,"Overhead",2,"normal",72.5,10,,,
"Push 2","23 May 2025, 14:52","23 May 2025, 15:56","","Face Pull",,"",0,"normal",72.5,10,,,
"Push 2","23 May 2025, 14:52","23 May 2025, 15:56","","Face Pull",,"",1,"normal",72.5,10,,,
"Push 2","23 May 2025, 14:52","23 May 2025, 15:56","","Face Pull",,"",2,"normal",72.5,10,,,
"Push 2","23 May 2025, 14:52","23 May 2025, 15:56","","Triceps Dip",,"",0,"normal",,10,,,
"Push 2","23 May 2025, 14:52","23 May 2025, 15:56","","Triceps Dip",,"",1,"normal",,10,,,
"Push 2","23 May 2025, 14:52","23 May 2025, 15:56","","Triceps Dip",,"",2,"normal",,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Leg Extension (Machine)",,"Single leg",0,"normal",130,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Leg Extension (Machine)",,"Single leg",1,"normal",130,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Leg Extension (Machine)",,"Single leg",2,"normal",130,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Squat (Barbell)",,"",0,"normal",135,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Squat (Barbell)",,"",1,"normal",225,6,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Squat (Barbell)",,"",2,"normal",275,2,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Squat (Barbell)",,"",3,"normal",185,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Leg Press (Machine)",,"",0,"normal",450,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Leg Press (Machine)",,"",1,"normal",540,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Leg Press (Machine)",,"",2,"normal",540,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Calf Press (Machine)",,"",0,"normal",270,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Calf Press (Machine)",,"",1,"normal",270,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Calf Press (Machine)",,"",2,"normal",270,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Cable Crunch",,"",0,"normal",95,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Cable Crunch",,"",1,"normal",95,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Cable Crunch",,"",2,"normal",95,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Step Up",,"",0,"normal",,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Step Up",,"",1,"normal",,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Step Up",,"",2,"normal",,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Hanging Leg Raise",,"",0,"normal",,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Hanging Leg Raise",,"",1,"normal",,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Hanging Leg Raise",,"",2,"normal",,10,,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Farmers Walk",,"",0,"normal",160,,0.01,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Farmers Walk",,"",1,"normal",160,,0.01,,
"Legs 1","19 May 2025, 14:44","19 May 2025, 15:54","","Farmers Walk",,"",2,"normal",160,,0.01,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",0,"normal",200,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",1,"normal",220,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",2,"normal",240,2,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",3,"normal",180,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",4,"normal",140,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",5,"normal",70,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",6,"normal",85,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",7,"normal",85,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",8,"normal",55,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Pendlay Row (Barbell)",,"Ground",0,"normal",155,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Pendlay Row (Barbell)",,"Ground",1,"normal",185,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Pendlay Row (Barbell)",,"Ground",2,"normal",185,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Pendlay Row (Barbell)",,"Ground",3,"normal",135,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Meadow Row",,"",0,"normal",90,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Meadow Row",,"",1,"normal",100,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Meadow Row",,"",2,"normal",100,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Bicep Curl (Dumbbell)",,"",0,"normal",45,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Bicep Curl (Dumbbell)",,"",1,"normal",45,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Bicep Curl (Dumbbell)",,"",2,"normal",40,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Lateral Raise (Dumbbell)",,"",0,"normal",30,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Lateral Raise (Dumbbell)",,"",1,"normal",30,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Lateral Raise (Dumbbell)",,"",2,"normal",30,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Bicep Curl (Cable)",,"",0,"normal",27.5,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Bicep Curl (Cable)",,"",1,"normal",32.5,10,,,
"Pull 1","18 May 2025, 13:12","18 May 2025, 14:28","","Bicep Curl (Cable)",,"",2,"normal",32.5,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Indian club rotation - Shoulder",,"",0,"normal",45,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Indian club rotation - Shoulder",,"",1,"normal",45,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Indian club rotation - Shoulder",,"",2,"normal",45,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Bench Press (Barbell)",,"",0,"warmup",45,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Bench Press (Barbell)",,"",1,"normal",135,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Bench Press (Barbell)",,"",2,"normal",205,5,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Bench Press (Barbell)",,"",3,"normal",205,5,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Bench Press (Barbell)",,"",4,"normal",225,3,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Bench Press (Barbell)",,"",5,"normal",225,3,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Bench Press (Barbell)",,"",6,"normal",135,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Chest Dip (Weighted)",,"",0,"normal",45,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Chest Dip (Weighted)",,"",1,"normal",45,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Chest Dip (Weighted)",,"",2,"normal",45,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Triceps Pushdown",,"",0,"normal",95,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Triceps Pushdown",,"",1,"normal",95,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Triceps Pushdown",,"",2,"normal",95,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Triceps Pushdown",,"",3,"normal",42.5,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Butterfly (Pec Deck)",,"",0,"normal",145,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Butterfly (Pec Deck)",,"",1,"normal",160,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Butterfly (Pec Deck)",,"",2,"normal",160,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Wrist curl Cable",,"",0,"normal",50,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Wrist curl Cable",,"",1,"normal",50,10,,,
"Push 1","17 May 2025, 13:07","17 May 2025, 14:27","","Wrist curl Cable",,"",2,"normal",50,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Leg Extension (Machine)",,"",0,"normal",235,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Leg Extension (Machine)",,"",1,"normal",280,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Leg Extension (Machine)",,"",2,"normal",220,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Seated Leg Curl (Machine)",,"",0,"normal",190,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Seated Leg Curl (Machine)",,"",1,"normal",190,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Seated Leg Curl (Machine)",,"",2,"normal",190,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Squat (Barbell)",,"",0,"normal",45,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Squat (Barbell)",,"",1,"normal",135,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Squat (Barbell)",,"",2,"normal",135,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Romanian Deadlift (Barbell)",,"",0,"normal",135,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Romanian Deadlift (Barbell)",,"",1,"normal",185,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Romanian Deadlift (Barbell)",,"",2,"normal",185,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Leg Press Horizontal (Machine)",,"Single leg",0,"normal",90,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Leg Press Horizontal (Machine)",,"Single leg",1,"normal",180,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Leg Press Horizontal (Machine)",,"Single leg",2,"normal",180,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Calf Press on Seated Leg Press",,"",0,"normal",270,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Calf Press on Seated Leg Press",,"",1,"normal",270,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Calf Press on Seated Leg Press",,"",2,"normal",270,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Cable Crunch",,"",0,"normal",95,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Cable Crunch",,"",1,"normal",95,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Cable Crunch",,"",2,"normal",95,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Wrist curl Cable",,"",0,"normal",65,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Wrist curl Cable",,"",1,"normal",65,10,,,
"Legs 2","16 May 2025, 14:47","16 May 2025, 15:52","","Wrist curl Cable",,"",2,"normal",65,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Pull Up",,"",0,"normal",,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Pull Up",,"",1,"normal",,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Pull Up",,"",2,"normal",,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","T Bar Row",,"",0,"normal",90,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","T Bar Row",,"",1,"normal",170,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","T Bar Row",,"",2,"normal",180,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","T Bar Row",,"",3,"normal",180,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Lat Pulldown (Cable)",,"Multi grip - end long head partials ",0,"normal",180,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Lat Pulldown (Cable)",,"Multi grip - end long head partials ",1,"normal",180,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Lat Pulldown (Cable)",,"Multi grip - end long head partials ",2,"normal",180,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Lat Pulldown (Cable)",,"Multi grip - end long head partials ",3,"normal",160,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Seated Cable Row - V Grip (Cable)",,"Single hand kneeling side turned",0,"normal",50,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Seated Cable Row - V Grip (Cable)",,"Single hand kneeling side turned",1,"normal",57.5,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Seated Cable Row - V Grip (Cable)",,"Single hand kneeling side turned",2,"normal",57.5,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Seated Cable Row - V Grip (Cable)",,"Single hand kneeling side turned",3,"normal",42.5,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Bicep Curl (Barbell)",,"",0,"normal",80,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Bicep Curl (Barbell)",,"",1,"normal",80,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Bicep Curl (Barbell)",,"",2,"normal",80,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Bicep Curl (Barbell)",,"",3,"normal",50,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Concentration Curl",,"",0,"normal",25,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Concentration Curl",,"",1,"normal",25,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Concentration Curl",,"",2,"normal",25,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Shrug (Dumbbell)",,"Mini farmer walk handles-plate loaded",0,"normal",160,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Shrug (Dumbbell)",,"Mini farmer walk handles-plate loaded",1,"normal",160,10,,,
"Pull 2","14 May 2025, 14:33","14 May 2025, 15:40","","Shrug (Dumbbell)",,"Mini farmer walk handles-plate loaded",2,"normal",160,10,,,
"Push 2","10 May 2025, 13:44","10 May 2025, 14:59","","Indian club rotation - Shoulder",,"",0,"normal",45,10,,,
"Push 2","10 May 2025, 13:44","10 May 2025, 14:59","","Indian club rotation - Shoulder",,"",1,"normal",45,10,,,
"Push 2","10 May 2025, 13:44","10 May 2025, 14:59","","Indian club rotation - Shoulder",,"",2,"normal",45,10,,,
"Push 2","10 May 2025, 13:44","10 May 2025, 14:59","","Incline Bench Press (Dumbbell)",,"",0,"normal",160,8,,,
"Push 2","10 May 2025, 13:44","10 May 2025, 14:59","","Incline Bench Press (Dumbbell)",,"",1,"normal",160,10,,,
"Push 2","10 May 2025, 13:44","10 May 2025, 14:59","","Incline Bench Press (Dumbbell)",,"",2,"normal",140,10,,,
"Push 2","10 May 2025, 13:44","10 May 2025, 14:59","","Incline Bench Press (Dumbbell)",,"",3,"normal",120,6,,,
"Push 2","10 May 2025, 13:44","10 May 2025, 14:59","","Overhead Press (Barbell)",,"",0,"normal",95,10,,,
"Push 2","10 May 2025, 13:44","10 May 2025, 14:59","","Overhead Press (Barbell)",,"",1,"normal",95,10,,,
"Push 2","10 May 2025, 13:44","10 May 2025, 14:59","","Overhead Press (Barbell)",,"",2,"normal",105,8,,,
"Push 2","10 May 2025, 13:44","10 May 2025, 14:59","","Bench Press - Close Grip (Barbell)",,"",0,"normal",135,10,,,
"Push 2","10 May 2025, 13:44","10 May 2025, 14:59","","Bench Press - Close Grip (Barbell)",,"",1,"normal",155,10,,,
"Push 2","10 May 2025, 13:44","10 May 2025, 14:59","","Bench Press - Close Grip (Barbell)",,"",2,"normal",155,10,,,
"Push 2","10 May 2025, 13:44","10 May 2025, 14:59","","Triceps Dip (Weighted)",,"",0,"normal",45,10,,,
"Push 2","10 May 2025, 13:44","10 May 2025, 14:59","","Triceps Dip (Weighted)",,"",1,"normal",45,10,,,
"Push 2","10 May 2025, 13:44","10 May 2025, 14:59","","Triceps Dip (Weighted)",,"",2,"normal",45,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Leg Extension (Machine)",,"Single leg",0,"normal",115,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Leg Extension (Machine)",,"Single leg",1,"normal",115,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Leg Extension (Machine)",,"Single leg",2,"normal",115,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Squat (Barbell)",,"",0,"normal",45,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Squat (Barbell)",,"",1,"normal",135,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Squat (Barbell)",,"",2,"normal",225,5,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Squat (Barbell)",,"",3,"normal",225,2,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Squat (Barbell)",,"",4,"normal",185,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Leg Press (Machine)",,"",0,"normal",450,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Leg Press (Machine)",,"",1,"normal",540,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Leg Press (Machine)",,"",2,"normal",540,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Calf Press (Machine)",,"",0,"normal",270,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Calf Press (Machine)",,"",1,"normal",270,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Calf Press (Machine)",,"",2,"normal",270,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Deadlift (Barbell)",,"Hex",0,"normal",135,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Deadlift (Barbell)",,"Hex",1,"normal",225,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Deadlift (Barbell)",,"Hex",2,"normal",315,2,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Cable Crunch",,"",0,"normal",87.5,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Cable Crunch",,"",1,"normal",95,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Cable Crunch",,"",2,"normal",95,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Step Up",,"",0,"normal",,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Step Up",,"",1,"normal",,10,,,
"Legs 1","3 May 2025, 13:07","3 May 2025, 14:19","","Step Up",,"",2,"normal",,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",0,"normal",200,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",1,"normal",220,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",2,"normal",240,3,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",3,"normal",180,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",4,"normal",140,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",5,"normal",70,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",6,"normal",85,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",7,"normal",85,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Seated Cable Row - V Grip (Cable)",,"Single hand - underhanded",8,"normal",55,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Pendlay Row (Barbell)",,"Ground",0,"normal",155,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Pendlay Row (Barbell)",,"Ground",1,"normal",155,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Pendlay Row (Barbell)",,"Ground",2,"normal",155,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Meadow Row",,"",0,"normal",90,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Meadow Row",,"",1,"normal",100,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Meadow Row",,"",2,"normal",100,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Bicep Curl (Dumbbell)",,"",0,"normal",45,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Bicep Curl (Dumbbell)",,"",1,"normal",40,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Bicep Curl (Dumbbell)",,"",2,"normal",40,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Lateral Raise (Dumbbell)",,"",0,"normal",25,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Lateral Raise (Dumbbell)",,"",1,"normal",30,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Lateral Raise (Dumbbell)",,"",2,"normal",25,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Bicep Curl (Cable)",,"",0,"normal",27.5,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Bicep Curl (Cable)",,"",1,"normal",27.5,10,,,
"Pull 1","2 May 2025, 14:32","2 May 2025, 15:44","","Bicep Curl (Cable)",,"",2,"normal",27.5,10,,,
"Push 1","30 Apr 2025, 14:33","30 Apr 2025, 15:44","","Indian club rotation - Shoulder",,"",0,"normal",45,10,,,
"Push 1","30 Apr 2025, 14:33","30 Apr 2025, 15:44","","Indian club rotation - Shoulder",,"",1,"normal",45,10,,,
"Push 1","30 Apr 2025, 14:33","30 Apr 2025, 15:44","","Indian club rotation - Shoulder",,"",2,"normal",45,10,,,
"Push 1","30 Apr 2025, 14:33","30 Apr 2025, 15:44","","Bench Press (Barbell)",,"",0,"warmup",45,10,,,
"Push 1","30 Apr 2025, 14:33","30 Apr 2025, 15:44","","Bench Press (Barbell)",,"",1,"normal",135,10,,,
"Push 1","30 Apr 2025, 14:33","30 Apr 2025, 15:44","","Bench Press (Barbell)",,"",2,"normal",225,3,,,
"Push 1","30 Apr 2025, 14:33","30 Apr 2025, 15:44","","Bench Press (Barbell)",,"",3,"normal",205,5,,,
"Push 1","30 Apr 2025, 14:33","30 Apr 2025, 15:44","","Bench Press (Barbell)",,"",4,"normal",215,4,,,
"Push 1","30 Apr 2025, 14:33","30 Apr 2025, 15:44","","Bench Press (Barbell)",,"",5,"normal",135,10,,,
"Push 1","30 Apr 2025, 14:33","30 Apr 2025, 15:44","","Bench Press (Barbell)",,"",6,"normal",135,10,,,
"Push 1","30 Apr 2025, 14:33","30 Apr 2025, 15:44","","Cable Fly Crossovers",,"",0,"normal",42.5,10,,,
"Push 1","30 Apr 2025, 14:33","30 Apr 2025, 15:44","","Cable Fly Crossovers",,"",1,"normal",42.5,10,,,
"Push 1","30 Apr 2025, 14:33","30 Apr 2025, 15:44","","Cable Fly Crossovers",,"",2,"normal",42.5,10,,,
"Push 1","30 Apr 2025, 14:33","30 Apr 2025, 15:44","","Triceps Pushdown",,"",0,"normal",87.5,10,,,
"Push 1","30 Apr 2025, 14:33","30 Apr 2025, 15:44","","Triceps Pushdown",,"",1,"normal",87.5,10,,,
"Push 1","30 Apr 2025, 14:33","30 Apr 2025, 15:44","","Triceps Pushdown",,"",2,"normal",87.5,10,,,
"Legs 2","28 Apr 2025, 14:30","28 Apr 2025, 15:25","","Leg Extension (Machine)",,"",0,"normal",235,10,,,
"Legs 2","28 Apr 2025, 14:30","28 Apr 2025, 15:25","","Leg Extension (Machine)",,"",1,"normal",250,10,,,
"Legs 2","28 Apr 2025, 14:30","28 Apr 2025, 15:25","","Leg Extension (Machine)",,"",2,"normal",250,10,,,
"Legs 2","28 Apr 2025, 14:30","28 Apr 2025, 15:25","","Seated Leg Curl (Machine)",,"",0,"normal",190,10,,,
